item,itemLabel,startDate,endDate
Q5704061,Ariel Lausarot,1999-03-01,2000-02-15
Q6166483,Washington Abdala,2000-02-15,2001-03-01
Q9001524,Gustavo Penadés,2001-03-01,2002-03-01
Q6441250,Guillermo Álvarez Iriarte,2002-03-01,2003-03-01
Q5934773,Jorge Chapper,2003-03-01,2004-03-01
Q9013534,José Amorín Batlle,2004-03-01,2005-02-15
Q2887070,Nora Castro,2005-02-15,2006-03-01
Q30064096,Julio Cardozo Ferreira,2006-03-01,2007-03-01
Q1344096,Enrique Pintado,2007-03-01,2008-03-01
Q5688201,Alberto Perdomo,2008-03-01,2009-03-01
Q5638582,Roque Arregui,2009-03-01,2010-02-15
Q5923354,Ivonne Passada,2010-02-15,2011-03-01
Q6800406,Luis Alberto Lacalle Pou,2011-03-01,2012-03-01
Q6278415,Jorge Orrico,2012-03-01,2013-03-01
Q5878631,Germán Cardoso,2013-03-01,2014-03-01
Q5676975,Aníbal Pereyra,2014-03-01,2015-02-15
Q5665525,Alejandro Sánchez,2015-02-15,2016-03-01
Q5878192,Gerardo Amarilla,2016-03-01,2017-03-01
Q5938798,José Carlos Mahía,2017-03-01,2018-03-01
Q5935143,Jorge Gandini,2018-03-01,2019-03-01
Q20994775,Cecilia Bottino,2019-03-01,2020-02-15
Q41777347,Martín Lema,2020-02-15,2021-03-01
Q106512605,Luis Alfredo Fratti,2021-03-01,2022-03-01
Q3824716,Ope Pasquet,2022-03-01,
